match_id,player_id,player_name,team,opponent_team,starter,minutes_played,saves,shots_faced,goals_conceded_on_pitch,clean_sheet,penalty_saves,punches,high_claims,errors,data_source
98,430753,Unai SIMON,Spain,Belgium,1,95,,,1,0,,,,,api.fifa.com
98,447853,David RAYA,Spain,Belgium,0,0,,,,,,,,,api.fifa.com
98,484691,Joan GARCIA,Spain,Belgium,0,0,,,,,,,,,api.fifa.com
98,358106,Thibaut COURTOIS,Belgium,Spain,1,71,,,1,0,,,,,api.fifa.com
98,495348,Senne LAMMENS,Belgium,Spain,0,24,,,1,0,,,,,api.fifa.com
98,499803,Mike PENDERS,Belgium,Spain,0,0,,,,,,,,,api.fifa.com
99,373235,Orjan NYLAND,Norway,England,1,120,,,2,0,,,,,api.fifa.com
99,514479,Sander TANGVIK,Norway,England,0,0,,,,,,,,,api.fifa.com
99,483535,Egil SELVIK,Norway,England,0,0,,,,,,,,,api.fifa.com
99,336022,Jordan PICKFORD,England,Norway,1,120,,,1,0,,,,,api.fifa.com
99,403046,Dean Henderson,England,Norway,0,0,,,,,,,,,api.fifa.com
99,485080,James TRAFFORD,England,Norway,0,0,,,,,,,,,api.fifa.com
100,308300,Emiliano MARTINEZ,Argentina,Switzerland,1,121,,,1,0,,,,,api.fifa.com
100,430624,Juan MUSSO,Argentina,Switzerland,0,0,,,,,,,,,api.fifa.com
100,394824,Geronimo RULLI,Argentina,Switzerland,0,0,,,,,,,,,api.fifa.com
100,448107,Gregor KOBEL,Switzerland,Argentina,1,121,,,3,0,,,,,api.fifa.com
100,402022,Yvon MVOGO,Switzerland,Argentina,0,0,,,,,,,,,api.fifa.com
100,484862,Marvin KELLER,Switzerland,Argentina,0,0,,,,,,,,,api.fifa.com
101,448332,Mike MAIGNAN,France,Spain,1,90,,,2,0,,,,,api.fifa.com
101,483471,Brice SAMBA,France,Spain,0,0,,,,,,,,,api.fifa.com
101,464127,Robin RISSER,France,Spain,0,0,,,,,,,,,api.fifa.com
101,430753,Unai SIMON,Spain,France,1,90,,,0,1,,,,,api.fifa.com
101,447853,David RAYA,Spain,France,0,0,,,,,,,,,api.fifa.com
101,484691,Joan GARCIA,Spain,France,0,0,,,,,,,,,api.fifa.com
102,336022,Jordan PICKFORD,England,Argentina,1,96,,,2,0,,,,,api.fifa.com
102,403046,Dean Henderson,England,Argentina,0,0,,,,,,,,,api.fifa.com
102,485080,James TRAFFORD,England,Argentina,0,0,,,,,,,,,api.fifa.com
102,308300,Emiliano MARTINEZ,Argentina,England,1,96,,,1,0,,,,,api.fifa.com
102,430624,Juan MUSSO,Argentina,England,0,0,,,,,,,,,api.fifa.com
102,394824,Geronimo RULLI,Argentina,England,0,0,,,,,,,,,api.fifa.com
103,448332,Mike MAIGNAN,France,England,1,98,,,6,0,,,,,api.fifa.com
103,483471,Brice SAMBA,France,England,0,0,,,,,,,,,api.fifa.com
103,464127,Robin RISSER,France,England,0,0,,,,,,,,,api.fifa.com
103,403046,Dean Henderson,England,France,1,98,,,4,0,,,,,api.fifa.com
103,336022,Jordan PICKFORD,England,France,0,0,,,,,,,,,api.fifa.com
103,485080,James TRAFFORD,England,France,0,0,,,,,,,,,api.fifa.com
104,430753,Unai SIMON,Spain,Argentina,1,120,,,0,1,,,,,api.fifa.com
104,447853,David RAYA,Spain,Argentina,0,0,,,,,,,,,api.fifa.com
104,484691,Joan GARCIA,Spain,Argentina,0,0,,,,,,,,,api.fifa.com
104,308300,Emiliano MARTINEZ,Argentina,Spain,1,120,,,1,0,,,,,api.fifa.com
104,430624,Juan MUSSO,Argentina,Spain,0,0,,,,,,,,,api.fifa.com
104,394824,Geronimo RULLI,Argentina,Spain,0,0,,,,,,,,,api.fifa.com
