match_id,match_team_id,metric,raw,team,team_id,unit,value
2026-M077-FRA-SWE,2026-M077-FRA-SWE_FRA,Receptions in the Final Third,202,France,FRA,,202
2026-M077-FRA-SWE,2026-M077-FRA-SWE_SWE,Receptions in the Final Third,99,Sweden,SWE,,99
2026-M077-FRA-SWE,2026-M077-FRA-SWE_FRA,Crosses,22,France,FRA,,22
2026-M077-FRA-SWE,2026-M077-FRA-SWE_SWE,Crosses,11,Sweden,SWE,,11
2026-M077-FRA-SWE,2026-M077-FRA-SWE_FRA,Ball Progressions,33,France,FRA,,33
2026-M077-FRA-SWE,2026-M077-FRA-SWE_SWE,Ball Progressions,16,Sweden,SWE,,16
2026-M077-FRA-SWE,2026-M077-FRA-SWE_FRA,Defensive Pressures Applied (Direct Pressures),213 (38),France,FRA,,213 (38)
2026-M077-FRA-SWE,2026-M077-FRA-SWE_SWE,Defensive Pressures Applied (Direct Pressures),258 (42),Sweden,SWE,,258 (42)
2026-M077-FRA-SWE,2026-M077-FRA-SWE_FRA,Forced Turnovers,35,France,FRA,,35
2026-M077-FRA-SWE,2026-M077-FRA-SWE_SWE,Forced Turnovers,34,Sweden,SWE,,34
2026-M077-FRA-SWE,2026-M077-FRA-SWE_FRA,Second Balls,64,France,FRA,,64
2026-M077-FRA-SWE,2026-M077-FRA-SWE_SWE,Second Balls,56,Sweden,SWE,,56
2026-M077-FRA-SWE,2026-M077-FRA-SWE_FRA,Total Distance Covered,107.7 km,France,FRA,km,107.7
2026-M077-FRA-SWE,2026-M077-FRA-SWE_SWE,Total Distance Covered,107.3 km,Sweden,SWE,km,107.3
2026-M077-FRA-SWE,2026-M077-FRA-SWE_FRA,Zone 4 - Low Speed Sprinting: 20-25 km/h,4.9 km,France,FRA,km,4.9
2026-M077-FRA-SWE,2026-M077-FRA-SWE_SWE,Zone 4 - Low Speed Sprinting: 20-25 km/h,4.6 km,Sweden,SWE,km,4.6
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Possession,41.3%,Côte d'Ivoire,CIV,%,41.3
2026-M078-CIV-NOR,,Possession,8.5%,contest,CONTEST,%,8.5
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Possession,50.2%,Norway,NOR,%,50.2
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Goals,1,Côte d'Ivoire,CIV,,1
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Goals,2,Norway,NOR,,2
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,xG (Expected Goals),1.43,Côte d'Ivoire,CIV,,1.43
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,xG (Expected Goals),2.3,Norway,NOR,,2.3
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Attempts at Goal (On Target),14 (5),Côte d'Ivoire,CIV,,14 (5)
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Attempts at Goal (On Target),9 (4),Norway,NOR,,9 (4)
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Total Passes (Complete),406 (353),Côte d'Ivoire,CIV,,406 (353)
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Total Passes (Complete),492 (442),Norway,NOR,,492 (442)
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Pass Completion %,87%,Côte d'Ivoire,CIV,%,87.0
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Pass Completion %,90%,Norway,NOR,%,90.0
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Completed Line Breaks,90,Côte d'Ivoire,CIV,,90
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Completed Line Breaks,103,Norway,NOR,,103
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Defensive Line Breaks,16,Côte d'Ivoire,CIV,,16
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Defensive Line Breaks,5,Norway,NOR,,5
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Receptions in the Final Third,151,Côte d'Ivoire,CIV,,151
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Receptions in the Final Third,126,Norway,NOR,,126
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Crosses,33,Côte d'Ivoire,CIV,,33
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Crosses,15,Norway,NOR,,15
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Ball Progressions,27,Côte d'Ivoire,CIV,,27
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Ball Progressions,36,Norway,NOR,,36
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Defensive Pressures Applied (Direct Pressures),318 (57),Côte d'Ivoire,CIV,,318 (57)
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Defensive Pressures Applied (Direct Pressures),216 (42),Norway,NOR,,216 (42)
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Forced Turnovers,45,Côte d'Ivoire,CIV,,45
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Forced Turnovers,31,Norway,NOR,,31
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Second Balls,72,Côte d'Ivoire,CIV,,72
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Second Balls,51,Norway,NOR,,51
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Total Distance Covered,105.8 km,Côte d'Ivoire,CIV,km,105.8
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Total Distance Covered,114.5 km,Norway,NOR,km,114.5
2026-M078-CIV-NOR,2026-M078-CIV-NOR_CIV,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.4 km,Côte d'Ivoire,CIV,km,5.4
2026-M078-CIV-NOR,2026-M078-CIV-NOR_NOR,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.2 km,Norway,NOR,km,6.2
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Possession,37.1%,Mexico,MEX,%,37.1
2026-M079-MEX-ECU,,Possession,10%,contest,CONTEST,%,10.0
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Possession,52.9%,Ecuador,ECU,%,52.9
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Goals,2,Mexico,MEX,,2
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Goals,0,Ecuador,ECU,,0
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,xG (Expected Goals),1.86,Mexico,MEX,,1.86
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,xG (Expected Goals),0.47,Ecuador,ECU,,0.47
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Attempts at Goal (On Target),15 (3),Mexico,MEX,,15 (3)
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Attempts at Goal (On Target),7 (1),Ecuador,ECU,,7 (1)
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Total Passes (Complete),317 (259),Mexico,MEX,,317 (259)
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Total Passes (Complete),420 (353),Ecuador,ECU,,420 (353)
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Pass Completion %,82%,Mexico,MEX,%,82.0
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Pass Completion %,84%,Ecuador,ECU,%,84.0
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Completed Line Breaks,76,Mexico,MEX,,76
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Completed Line Breaks,69,Ecuador,ECU,,69
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Defensive Line Breaks,10,Mexico,MEX,,10
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Defensive Line Breaks,7,Ecuador,ECU,,7
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Receptions in the Final Third,83,Mexico,MEX,,83
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Receptions in the Final Third,112,Ecuador,ECU,,112
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Crosses,10,Mexico,MEX,,10
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Crosses,27,Ecuador,ECU,,27
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Ball Progressions,15,Mexico,MEX,,15
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Ball Progressions,23,Ecuador,ECU,,23
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Defensive Pressures Applied (Direct Pressures),215 (37),Mexico,MEX,,215 (37)
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Defensive Pressures Applied (Direct Pressures),191 (37),Ecuador,ECU,,191 (37)
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Forced Turnovers,33,Mexico,MEX,,33
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Forced Turnovers,35,Ecuador,ECU,,35
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Second Balls,50,Mexico,MEX,,50
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Second Balls,59,Ecuador,ECU,,59
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Total Distance Covered,113.3 km,Mexico,MEX,km,113.3
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Total Distance Covered,105 km,Ecuador,ECU,km,105.0
2026-M079-MEX-ECU,2026-M079-MEX-ECU_MEX,Zone 4 - Low Speed Sprinting: 20-25 km/h,6.2 km,Mexico,MEX,km,6.2
2026-M079-MEX-ECU,2026-M079-MEX-ECU_ECU,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.6 km,Ecuador,ECU,km,5.6
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Possession,53.5%,England,ENG,%,53.5
2026-M080-ENG-COD,,Possession,8.6%,contest,CONTEST,%,8.6
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Possession,37.9%,Congo DR,COD,%,37.9
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Goals,2,England,ENG,,2
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Goals,1,Congo DR,COD,,1
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,xG (Expected Goals),1.75,England,ENG,,1.75
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,xG (Expected Goals),0.64,Congo DR,COD,,0.64
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Attempts at Goal (On Target),16 (7),England,ENG,,16 (7)
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Attempts at Goal (On Target),7 (2),Congo DR,COD,,7 (2)
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Total Passes (Complete),523 (482),England,ENG,,523 (482)
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Total Passes (Complete),392 (326),Congo DR,COD,,392 (326)
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Pass Completion %,92%,England,ENG,%,92.0
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Pass Completion %,83%,Congo DR,COD,%,83.0
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Completed Line Breaks,125,England,ENG,,125
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Completed Line Breaks,91,Congo DR,COD,,91
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Defensive Line Breaks,25,England,ENG,,25
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Defensive Line Breaks,9,Congo DR,COD,,9
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Receptions in the Final Third,222,England,ENG,,222
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Receptions in the Final Third,75,Congo DR,COD,,75
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Crosses,42,England,ENG,,42
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Crosses,16,Congo DR,COD,,16
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Ball Progressions,41,England,ENG,,41
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Ball Progressions,31,Congo DR,COD,,31
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Defensive Pressures Applied (Direct Pressures),246 (44),England,ENG,,246 (44)
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Defensive Pressures Applied (Direct Pressures),336 (60),Congo DR,COD,,336 (60)
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Forced Turnovers,35,England,ENG,,35
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Forced Turnovers,36,Congo DR,COD,,36
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Second Balls,69,England,ENG,,69
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Second Balls,48,Congo DR,COD,,48
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Total Distance Covered,115.5 km,England,ENG,km,115.5
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Total Distance Covered,114 km,Congo DR,COD,km,114.0
2026-M080-ENG-COD,2026-M080-ENG-COD_ENG,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.9 km,England,ENG,km,5.9
2026-M080-ENG-COD,2026-M080-ENG-COD_COD,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.7 km,Congo DR,COD,km,5.7
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Possession,44%,USA,USA,%,44.0
2026-M081-USA-BIH,,Possession,8.4%,contest,CONTEST,%,8.4
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Possession,47.7%,Bosnia and Herzegovina,BIH,%,47.7
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Goals,2,USA,USA,,2
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Goals,0,Bosnia and Herzegovina,BIH,,0
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,xG (Expected Goals),0.8,USA,USA,,0.8
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,xG (Expected Goals),0.21,Bosnia and Herzegovina,BIH,,0.21
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Attempts at Goal (On Target),8 (2),USA,USA,,8 (2)
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Attempts at Goal (On Target),10 (3),Bosnia and Herzegovina,BIH,,10 (3)
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Total Passes (Complete),425 (362),USA,USA,,425 (362)
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Total Passes (Complete),459 (381),Bosnia and Herzegovina,BIH,,459 (381)
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Pass Completion %,85%,USA,USA,%,85.0
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Pass Completion %,83%,Bosnia and Herzegovina,BIH,%,83.0
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Completed Line Breaks,82,USA,USA,,82
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Completed Line Breaks,52,Bosnia and Herzegovina,BIH,,52
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Defensive Line Breaks,14,USA,USA,,14
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Defensive Line Breaks,5,Bosnia and Herzegovina,BIH,,5
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Receptions in the Final Third,88,USA,USA,,88
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Receptions in the Final Third,81,Bosnia and Herzegovina,BIH,,81
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Crosses,19,USA,USA,,19
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Crosses,12,Bosnia and Herzegovina,BIH,,12
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Ball Progressions,31,USA,USA,,31
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Ball Progressions,16,Bosnia and Herzegovina,BIH,,16
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Defensive Pressures Applied (Direct Pressures),206 (38),USA,USA,,206 (38)
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Defensive Pressures Applied (Direct Pressures),208 (33),Bosnia and Herzegovina,BIH,,208 (33)
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Forced Turnovers,43,USA,USA,,43
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Forced Turnovers,32,Bosnia and Herzegovina,BIH,,32
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Second Balls,62,USA,USA,,62
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Second Balls,57,Bosnia and Herzegovina,BIH,,57
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Total Distance Covered,117 km,USA,USA,km,117.0
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Total Distance Covered,117.1 km,Bosnia and Herzegovina,BIH,km,117.1
2026-M081-USA-BIH,2026-M081-USA-BIH_USA,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.9 km,USA,USA,km,5.9
2026-M081-USA-BIH,2026-M081-USA-BIH_BIH,Zone 4 - Low Speed Sprinting: 20-25 km/h,5.9 km,Bosnia and Herzegovina,BIH,km,5.9
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Possession,48.3%,Belgium,BEL,%,48.3
2026-M082-BEL-SEN,,Possession,8.8%,contest,CONTEST,%,8.8
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Possession,42.9%,Senegal,SEN,%,42.9
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Goals,3,Belgium,BEL,,3
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Goals,2,Senegal,SEN,,2
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,xG (Expected Goals),1.74,Belgium,BEL,,1.74
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,xG (Expected Goals),2.09,Senegal,SEN,,2.09
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Attempts at Goal (On Target),19 (5),Belgium,BEL,,19 (5)
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Attempts at Goal (On Target),19 (5),Senegal,SEN,,19 (5)
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Total Passes (Complete),695 (607),Belgium,BEL,,695 (607)
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Total Passes (Complete),638 (555),Senegal,SEN,,638 (555)
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Pass Completion %,87%,Belgium,BEL,%,87.0
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Pass Completion %,87%,Senegal,SEN,%,87.0
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Completed Line Breaks,109,Belgium,BEL,,109
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Completed Line Breaks,137,Senegal,SEN,,137
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Defensive Line Breaks,12,Belgium,BEL,,12
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Defensive Line Breaks,16,Senegal,SEN,,16
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Receptions in the Final Third,161,Belgium,BEL,,161
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Receptions in the Final Third,181,Senegal,SEN,,181
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Crosses,27,Belgium,BEL,,27
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Crosses,27,Senegal,SEN,,27
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Ball Progressions,26,Belgium,BEL,,26
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Ball Progressions,33,Senegal,SEN,,33
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Defensive Pressures Applied (Direct Pressures),351 (44),Belgium,BEL,,351 (44)
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Defensive Pressures Applied (Direct Pressures),352 (62),Senegal,SEN,,352 (62)
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Forced Turnovers,45,Belgium,BEL,,45
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Forced Turnovers,52,Senegal,SEN,,52
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Second Balls,93,Belgium,BEL,,93
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Second Balls,70,Senegal,SEN,,70
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Total Distance Covered,160.5 km,Belgium,BEL,km,160.5
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Total Distance Covered,152.9 km,Senegal,SEN,km,152.9
2026-M082-BEL-SEN,2026-M082-BEL-SEN_BEL,Zone 4 - Low Speed Sprinting: 20-25 km/h,8.5 km,Belgium,BEL,km,8.5
2026-M082-BEL-SEN,2026-M082-BEL-SEN_SEN,Zone 4 - Low Speed Sprinting: 20-25 km/h,7.3 km,Senegal,SEN,km,7.3
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Possession,55.3%,Portugal,POR,%,55.3
2026-M083-POR-CRO,,Possession,7%,contest,CONTEST,%,7.0
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Possession,37.8%,Croatia,CRO,%,37.8
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Goals,2,Portugal,POR,,2
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Goals,1,Croatia,CRO,,1
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,xG (Expected Goals),1.91,Portugal,POR,,1.91
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,xG (Expected Goals),1.17,Croatia,CRO,,1.17
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Attempts at Goal (On Target),15 (3),Portugal,POR,,15 (3)
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Attempts at Goal (On Target),13 (6),Croatia,CRO,,13 (6)
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Total Passes (Complete),588 (538),Portugal,POR,,588 (538)
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Total Passes (Complete),386 (330),Croatia,CRO,,386 (330)
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Pass Completion %,91%,Portugal,POR,%,91.0
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Pass Completion %,85%,Croatia,CRO,%,85.0
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Completed Line Breaks,90,Portugal,POR,,90
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Completed Line Breaks,70,Croatia,CRO,,70
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Defensive Line Breaks,7,Portugal,POR,,7
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Defensive Line Breaks,7,Croatia,CRO,,7
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Receptions in the Final Third,134,Portugal,POR,,134
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Receptions in the Final Third,85,Croatia,CRO,,85
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Crosses,21,Portugal,POR,,21
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Crosses,21,Croatia,CRO,,21
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Ball Progressions,32,Portugal,POR,,32
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Ball Progressions,30,Croatia,CRO,,30
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Defensive Pressures Applied (Direct Pressures),257 (38),Portugal,POR,,257 (38)
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Defensive Pressures Applied (Direct Pressures),291 (43),Croatia,CRO,,291 (43)
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Forced Turnovers,42,Portugal,POR,,42
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Forced Turnovers,35,Croatia,CRO,,35
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Second Balls,56,Portugal,POR,,56
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Second Balls,61,Croatia,CRO,,61
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Total Distance Covered,116.6 km,Portugal,POR,km,116.6
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Total Distance Covered,118.1 km,Croatia,CRO,km,118.1
2026-M083-POR-CRO,2026-M083-POR-CRO_POR,Zone 4 - Low Speed Sprinting: 20-25 km/h,6 km,Portugal,POR,km,6.0
2026-M083-POR-CRO,2026-M083-POR-CRO_CRO,Zone 4 - Low Speed Sprinting: 20-25 km/h,6 km,Croatia,CRO,km,6.0
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Possession,59.2%,Spain,ESP,%,59.2
2026-M084-ESP-AUT,,Possession,7.5%,contest,CONTEST,%,7.5
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Possession,33.3%,Austria,AUT,%,33.3
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Goals,3,Spain,ESP,,3
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Goals,0,Austria,AUT,,0
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,xG (Expected Goals),2.25,Spain,ESP,,2.25
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,xG (Expected Goals),0.25,Austria,AUT,,0.25
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Attempts at Goal (On Target),23 (10),Spain,ESP,,23 (10)
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Attempts at Goal (On Target),5 (0),Austria,AUT,,5 (0)
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Total Passes (Complete),643 (589),Spain,ESP,,643 (589)
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Total Passes (Complete),360 (291),Austria,AUT,,360 (291)
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Pass Completion %,92%,Spain,ESP,%,92.0
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Pass Completion %,81%,Austria,AUT,%,81.0
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Completed Line Breaks,142,Spain,ESP,,142
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Completed Line Breaks,71,Austria,AUT,,71
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Defensive Line Breaks,14,Spain,ESP,,14
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Defensive Line Breaks,5,Austria,AUT,,5
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Receptions in the Final Third,188,Spain,ESP,,188
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Receptions in the Final Third,52,Austria,AUT,,52
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Crosses,25,Spain,ESP,,25
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Crosses,14,Austria,AUT,,14
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Ball Progressions,42,Spain,ESP,,42
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Ball Progressions,17,Austria,AUT,,17
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Defensive Pressures Applied (Direct Pressures),203 (29),Spain,ESP,,203 (29)
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Defensive Pressures Applied (Direct Pressures),410 (77),Austria,AUT,,410 (77)
2026-M084-ESP-AUT,2026-M084-ESP-AUT_ESP,Forced Turnovers,51,Spain,ESP,,51
2026-M084-ESP-AUT,2026-M084-ESP-AUT_AUT,Forced Turnovers,41,Austria,AUT,,41
