appearance_id,direction_around,direction_over,direction_through,distribution_ball_progression,distribution_cross,distribution_pass,four_units_attacking_line,four_units_attacking_midfield_line,four_units_defensive_line,four_units_midfield_line,line_break_completion_pct,line_breaks_attempted,line_breaks_completed,match_id,match_team_id,player_id,player_name,shirt_number,team,team_id,three_units_attacking_line,three_units_defensive_line,three_units_midfield_line,topic,two_units_defensive_line,two_units_midfield_line
2026-M063-EGY-IRN_EGY_22,3,0,4,3,0,4,0,0,0,0,57%,7,4,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_omar_marmoush,OMAR MARMOUSH,22,Egypt,EGY,0,2,2,line_breaks,1,2
2026-M063-EGY-IRN_EGY_25,0,2,1,0,0,3,0,0,0,0,67%,3,2,2026-M063-EGY-IRN,2026-M063-EGY-IRN_EGY,EGY_zizo,ZIZO,25,Egypt,EGY,1,0,1,line_breaks,0,1
2026-M063-EGY-IRN_IRN_01,0,18,1,0,0,19,2,0,0,0,42%,19,8,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_alireza_beiranvand,Alireza BEIRANVAND,1,IR Iran,IRN,9,1,7,line_breaks,0,0
2026-M063-EGY-IRN_IRN_04,2,11,6,0,0,19,0,0,0,0,58%,19,11,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_shoja_khalilzadeh,Shoja KHALILZADEH,4,IR Iran,IRN,10,1,4,line_breaks,0,4
2026-M063-EGY-IRN_IRN_05,3,6,0,1,0,8,0,0,0,0,67%,9,6,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_milad_mohammadi,Milad MOHAMMADI,5,IR Iran,IRN,2,2,2,line_breaks,0,3
2026-M063-EGY-IRN_IRN_06,1,6,7,0,0,14,0,1,0,0,71%,14,10,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_saeid_ezatolahi,Saeid EZATOLAHI,6,IR Iran,IRN,3,0,5,line_breaks,1,4
2026-M063-EGY-IRN_IRN_08,6,1,0,0,0,7,0,0,0,0,57%,7,4,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_mohammad_mohebbi,Mohammad MOHEBBI,8,IR Iran,IRN,0,1,6,line_breaks,0,0
2026-M063-EGY-IRN_IRN_09,2,0,1,2,0,1,0,0,0,1,33%,3,1,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_mehdi_taremi,Mehdi TAREMI,9,IR Iran,IRN,0,0,0,line_breaks,2,0
2026-M063-EGY-IRN_IRN_13,2,2,1,1,0,4,0,0,0,0,100%,5,5,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_hossein_kanani,Hossein KANANI,13,IR Iran,IRN,2,0,2,line_breaks,0,1
2026-M063-EGY-IRN_IRN_14,3,1,2,0,0,6,0,0,0,0,50%,6,3,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_saman_ghoddos,Saman GHODDOS,14,IR Iran,IRN,0,2,2,line_breaks,1,1
2026-M063-EGY-IRN_IRN_19,4,9,0,0,1,12,0,0,0,0,46%,13,6,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_ali_nemati,Ali NEMATI,19,IR Iran,IRN,3,1,6,line_breaks,0,3
2026-M063-EGY-IRN_IRN_21,2,1,3,0,0,6,0,0,0,0,50%,6,3,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_mohammad_ghorbani,Mohammad GHORBANI,21,IR Iran,IRN,1,0,4,line_breaks,0,1
2026-M063-EGY-IRN_IRN_23,4,5,0,0,1,8,0,0,0,0,78%,9,7,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_ramin_rezaeian,Ramin REZAEIAN,23,IR Iran,IRN,2,0,3,line_breaks,1,3
2026-M063-EGY-IRN_IRN_02,4,7,2,0,0,13,0,0,0,1,69%,13,9,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_saleh_hardani,Saleh HARDANI,2,IR Iran,IRN,3,0,1,line_breaks,0,8
2026-M063-EGY-IRN_IRN_07,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_alireza_jahanbakhsh,Alireza JAHANBAKHSH,7,IR Iran,IRN,0,0,0,line_breaks,0,0
2026-M063-EGY-IRN_IRN_20,0,1,0,0,0,1,0,0,0,0,0%,1,0,2026-M063-EGY-IRN,2026-M063-EGY-IRN_IRN,IRN_shahriyar_moghanloo,Shahriyar MOGHANLOO,20,IR Iran,IRN,0,0,0,line_breaks,0,1
2026-M064-NZL-BEL_NZL_01,2,9,0,0,0,11,1,0,1,0,55%,11,6,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_max_crocombe,Max CROCOMBE,1,New Zealand,NZL,2,0,6,line_breaks,0,1
2026-M064-NZL-BEL_NZL_02,2,8,2,0,1,11,0,0,1,0,50%,12,6,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_tim_payne,Tim PAYNE,2,New Zealand,NZL,3,0,3,line_breaks,1,4
2026-M064-NZL-BEL_NZL_04,11,5,4,0,0,20,2,0,0,0,55%,20,11,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_tyler_bindon,Tyler BINDON,4,New Zealand,NZL,9,2,2,line_breaks,3,2
2026-M064-NZL-BEL_NZL_06,1,1,2,0,0,4,0,0,0,1,75%,4,3,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_joe_bell,Joe BELL,6,New Zealand,NZL,2,0,1,line_breaks,0,0
2026-M064-NZL-BEL_NZL_08,5,6,6,0,1,16,0,0,0,0,82%,17,14,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_marko_stamenic,Marko STAMENIC,8,New Zealand,NZL,6,2,2,line_breaks,2,5
2026-M064-NZL-BEL_NZL_09,0,1,1,0,0,2,0,0,0,0,50%,2,1,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_chris_wood,Chris WOOD,9,New Zealand,NZL,0,1,0,line_breaks,1,0
2026-M064-NZL-BEL_NZL_10,0,2,1,0,0,3,0,0,0,0,33%,3,1,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_sarpreet_singh,Sarpreet SINGH,10,New Zealand,NZL,0,1,0,line_breaks,1,1
2026-M064-NZL-BEL_NZL_11,5,2,8,1,0,14,0,0,0,0,73%,15,11,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_elijah_just,Elijah JUST,11,New Zealand,NZL,3,2,3,line_breaks,0,7
2026-M064-NZL-BEL_NZL_13,3,6,1,0,1,9,0,0,0,0,70%,10,7,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_liberato_cacace,Liberato CACACE,13,New Zealand,NZL,3,3,2,line_breaks,0,2
2026-M064-NZL-BEL_NZL_16,10,0,2,0,0,12,1,0,0,0,92%,12,11,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_finn_surman,Finn SURMAN,16,New Zealand,NZL,11,0,0,line_breaks,0,0
2026-M064-NZL-BEL_NZL_23,3,0,0,0,0,3,0,1,0,0,33%,3,1,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_ryan_thomas,Ryan THOMAS,23,New Zealand,NZL,1,0,0,line_breaks,1,0
2026-M064-NZL-BEL_NZL_03,1,2,1,0,0,4,0,0,0,0,50%,4,2,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_francis_de_vries,Francis DE VRIES,3,New Zealand,NZL,1,0,2,line_breaks,0,1
2026-M064-NZL-BEL_NZL_05,3,0,0,0,0,3,0,0,0,0,100%,3,3,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_michael_boxall,Michael BOXALL,5,New Zealand,NZL,3,0,0,line_breaks,0,0
2026-M064-NZL-BEL_NZL_19,2,0,0,0,0,2,0,0,0,1,50%,2,1,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_ben_old,Ben OLD,19,New Zealand,NZL,0,0,0,line_breaks,0,1
2026-M064-NZL-BEL_NZL_20,1,2,1,0,0,4,0,0,0,0,75%,4,3,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_callum_mccowatt,Callum McCOWATT,20,New Zealand,NZL,2,0,0,line_breaks,1,1
2026-M064-NZL-BEL_NZL_21,2,0,0,0,1,1,0,0,0,0,50%,2,1,2026-M064-NZL-BEL,2026-M064-NZL-BEL_NZL,NZL_jesse_randall,Jesse RANDALL,21,New Zealand,NZL,1,0,0,line_breaks,1,0
2026-M064-NZL-BEL_BEL_01,2,13,0,0,0,15,0,0,0,3,60%,15,9,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_thibaut_courtois,Thibaut COURTOIS,1,Belgium,BEL,3,1,6,line_breaks,0,2
2026-M064-NZL-BEL_BEL_03,6,3,0,0,0,9,0,0,0,0,56%,9,5,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_arthur_theate,Arthur THEATE,3,Belgium,BEL,4,0,4,line_breaks,0,1
2026-M064-NZL-BEL_BEL_04,15,6,1,2,0,20,0,0,0,0,91%,22,20,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_brandon_mechele,Brandon MECHELE,4,Belgium,BEL,10,2,6,line_breaks,0,4
2026-M064-NZL-BEL_BEL_05,8,2,2,1,0,11,0,0,1,0,83%,12,10,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_maxim_de_cuyper,Maxim DE CUYPER,5,Belgium,BEL,2,2,0,line_breaks,0,7
2026-M064-NZL-BEL_BEL_07,5,5,8,1,0,17,0,0,0,0,72%,18,13,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_kevin_de_bruyne,Kevin DE BRUYNE,7,Belgium,BEL,1,3,3,line_breaks,1,10
2026-M064-NZL-BEL_BEL_08,10,0,5,1,0,14,0,0,0,0,87%,15,13,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_youri_tielemans,Youri TIELEMANS,8,Belgium,BEL,6,0,2,line_breaks,1,6
2026-M064-NZL-BEL_BEL_10,1,2,2,0,0,5,0,0,0,0,60%,5,3,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_leandro_trossard,Leandro TROSSARD,10,Belgium,BEL,0,3,0,line_breaks,0,2
2026-M064-NZL-BEL_BEL_11,9,0,2,4,0,7,0,0,0,0,64%,11,7,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_jeremy_doku,Jeremy DOKU,11,Belgium,BEL,0,2,1,line_breaks,5,3
2026-M064-NZL-BEL_BEL_17,2,2,3,0,0,7,0,0,1,0,57%,7,4,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_charles_de_ketelaere,Charles DE KETELAERE,17,Belgium,BEL,1,2,1,line_breaks,2,0
2026-M064-NZL-BEL_BEL_20,5,1,4,1,0,9,0,0,0,0,100%,10,10,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_hans_vanaken,Hans VANAKEN,20,Belgium,BEL,4,0,3,line_breaks,0,3
2026-M064-NZL-BEL_BEL_21,9,8,2,0,0,19,1,0,0,2,84%,19,16,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_timothy_castagne,Timothy CASTAGNE,21,Belgium,BEL,4,0,6,line_breaks,0,6
2026-M064-NZL-BEL_BEL_09,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_romelu_lukaku,Romelu LUKAKU,9,Belgium,BEL,0,0,0,line_breaks,0,0
2026-M064-NZL-BEL_BEL_22,1,0,2,1,0,2,0,0,0,0,100%,3,3,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_alexis_saelemaekers,Alexis SAELEMAEKERS,22,Belgium,BEL,0,0,0,line_breaks,0,3
2026-M064-NZL-BEL_BEL_23,2,0,0,0,0,2,0,0,0,0,100%,2,2,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_nicolas_raskin,Nicolas RASKIN,23,Belgium,BEL,0,0,0,line_breaks,0,2
2026-M064-NZL-BEL_BEL_24,2,0,0,0,0,2,0,1,0,0,50%,2,1,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_amadou_onana,Amadou ONANA,24,Belgium,BEL,0,0,0,line_breaks,0,1
2026-M064-NZL-BEL_BEL_26,1,2,0,0,1,2,0,0,0,0,67%,3,2,2026-M064-NZL-BEL,2026-M064-NZL-BEL_BEL,BEL_matias_fernandez_pardo,Matias FERNANDEZ-PARDO,26,Belgium,BEL,0,0,0,line_breaks,3,0
2026-M065-CPV-KSA_CPV_01,3,13,7,0,0,23,1,4,0,0,74%,23,17,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_vozinha,VOZINHA,1,Cabo Verde,CPV,12,1,5,line_breaks,0,0
2026-M065-CPV-KSA_CPV_03,11,10,2,0,0,23,0,1,0,0,83%,23,19,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_diney_borges,DINEY BORGES,3,Cabo Verde,CPV,11,1,7,line_breaks,1,2
2026-M065-CPV-KSA_CPV_04,12,6,6,2,0,22,0,1,0,1,83%,24,20,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_pico_lopes,PICO LOPES,4,Cabo Verde,CPV,13,2,5,line_breaks,0,2
2026-M065-CPV-KSA_CPV_06,7,2,7,1,0,15,0,0,0,0,94%,16,15,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_kevin_pina,KEVIN PINA,6,Cabo Verde,CPV,3,0,7,line_breaks,0,6
2026-M065-CPV-KSA_CPV_08,8,4,4,3,0,13,1,0,0,1,88%,16,14,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_joao_paulo,JOAO PAULO,8,Cabo Verde,CPV,2,2,4,line_breaks,3,3
2026-M065-CPV-KSA_CPV_10,2,2,1,0,1,4,0,0,0,0,40%,5,2,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_jamiro_monteiro,JAMIRO MONTEIRO,10,Cabo Verde,CPV,0,1,1,line_breaks,0,3
2026-M065-CPV-KSA_CPV_14,3,2,4,0,0,9,1,0,0,0,67%,9,6,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_deroy_duarte,DEROY DUARTE,14,Cabo Verde,CPV,1,2,2,line_breaks,0,3
2026-M065-CPV-KSA_CPV_17,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_willy_semedo,WILLY SEMEDO,17,Cabo Verde,CPV,0,0,0,line_breaks,0,0
2026-M065-CPV-KSA_CPV_19,0,0,1,1,0,0,0,0,0,0,0%,1,0,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_dailon_livramento,DAILON LIVRAMENTO,19,Cabo Verde,CPV,0,0,1,line_breaks,0,0
2026-M065-CPV-KSA_CPV_20,6,0,1,2,0,5,0,0,0,1,57%,7,4,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_ryan_mendes,RYAN MENDES,20,Cabo Verde,CPV,0,1,2,line_breaks,2,1
2026-M065-CPV-KSA_CPV_24,7,3,2,0,0,12,0,0,0,0,75%,12,9,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_wagner_pina,WAGNER PINA,24,Cabo Verde,CPV,4,2,5,line_breaks,0,1
2026-M065-CPV-KSA_CPV_11,1,0,1,0,0,2,0,0,1,0,100%,2,2,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_garry_rodrigues,GARRY RODRIGUES,11,Cabo Verde,CPV,0,1,0,line_breaks,0,0
2026-M065-CPV-KSA_CPV_15,1,0,2,1,0,2,0,0,0,0,100%,3,3,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_laros_duarte,LAROS DUARTE,15,Cabo Verde,CPV,0,0,3,line_breaks,0,0
2026-M065-CPV-KSA_CPV_21,0,0,1,0,0,1,0,0,0,0,100%,1,1,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_nuno_da_costa,NUNO DA COSTA,21,Cabo Verde,CPV,0,0,0,line_breaks,1,0
2026-M065-CPV-KSA_CPV_22,0,0,0,0,0,0,0,0,0,0,0%,0,0,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_steven_moreira,STEVEN MOREIRA,22,Cabo Verde,CPV,0,0,0,line_breaks,0,0
2026-M065-CPV-KSA_CPV_26,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M065-CPV-KSA,2026-M065-CPV-KSA_CPV,CPV_helio_varela,HELIO VARELA,26,Cabo Verde,CPV,0,0,0,line_breaks,1,0
2026-M065-CPV-KSA_KSA_21,0,6,0,0,0,6,0,0,0,0,33%,6,2,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_mohammed_alowais,MOHAMMED ALOWAIS,21,Saudi Arabia,KSA,2,0,4,line_breaks,0,0
2026-M065-CPV-KSA_KSA_04,3,12,4,0,1,18,0,1,0,0,68%,19,13,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_abdulelah_alamri,ABDULELAH ALAMRI,4,Saudi Arabia,KSA,4,2,5,line_breaks,0,7
2026-M065-CPV-KSA_KSA_05,2,1,1,0,0,4,0,0,0,0,75%,4,3,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_hassan_altambakti,HASSAN ALTAMBAKTI,5,Saudi Arabia,KSA,2,0,0,line_breaks,0,2
2026-M065-CPV-KSA_KSA_06,3,3,6,2,1,9,1,0,0,0,58%,12,7,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_nasser_aldawsari,NASSER ALDAWSARI,6,Saudi Arabia,KSA,3,1,2,line_breaks,0,5
2026-M065-CPV-KSA_KSA_09,1,0,5,1,0,5,0,0,0,0,17%,6,1,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_feras_albrikan,FERAS ALBRIKAN,9,Saudi Arabia,KSA,1,2,1,line_breaks,0,2
2026-M065-CPV-KSA_KSA_10,3,3,0,1,1,4,0,0,0,1,33%,6,2,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_salem_aldawsari,SALEM ALDAWSARI,10,Saudi Arabia,KSA,0,0,4,line_breaks,0,1
2026-M065-CPV-KSA_KSA_12,1,8,3,0,0,12,0,0,0,0,50%,12,6,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_saud_abdulhamid,SAUD ABDULHAMID,12,Saudi Arabia,KSA,7,1,3,line_breaks,0,1
2026-M065-CPV-KSA_KSA_13,5,5,5,1,0,14,0,1,0,0,73%,15,11,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_nawaf_bu_washl,NAWAF BU WASHL,13,Saudi Arabia,KSA,4,1,1,line_breaks,0,8
2026-M065-CPV-KSA_KSA_15,1,2,1,0,0,4,0,0,0,0,75%,4,3,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_abdullah_alkhaibari,ABDULLAH ALKHAIBARI,15,Saudi Arabia,KSA,0,1,1,line_breaks,0,2
2026-M065-CPV-KSA_KSA_20,1,0,0,0,0,1,0,0,0,0,100%,1,1,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_sultan_mandash,SULTAN MANDASH,20,Saudi Arabia,KSA,0,0,0,line_breaks,0,1
2026-M065-CPV-KSA_KSA_23,2,4,4,2,0,8,0,0,0,1,80%,10,8,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_mohamed_kanno,MOHAMED KANNO,23,Saudi Arabia,KSA,1,2,3,line_breaks,2,1
2026-M065-CPV-KSA_KSA_03,2,6,1,1,0,8,1,1,0,0,67%,9,6,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_ali_lajami,ALI LAJAMI,3,Saudi Arabia,KSA,2,3,0,line_breaks,0,2
2026-M065-CPV-KSA_KSA_07,5,5,1,0,1,10,0,0,0,0,64%,11,7,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_musab_aljuwayr,MUSAB ALJUWAYR,7,Saudi Arabia,KSA,0,1,4,line_breaks,2,4
2026-M065-CPV-KSA_KSA_19,1,0,0,0,0,1,0,1,0,0,100%,1,1,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_abdullah_alhamddan,ABDULLAH ALHAMDDAN,19,Saudi Arabia,KSA,0,0,0,line_breaks,0,0
2026-M065-CPV-KSA_KSA_24,0,0,1,0,0,1,0,0,0,0,0%,1,0,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_moteb_alharbi,MOTEB ALHARBI,24,Saudi Arabia,KSA,0,1,0,line_breaks,0,0
2026-M065-CPV-KSA_KSA_26,2,4,2,0,0,8,0,0,0,0,62%,8,5,2026-M065-CPV-KSA,2026-M065-CPV-KSA_KSA,KSA_mohammed_abu_alshamat,MOHAMMED ABU ALSHAMAT,26,Saudi Arabia,KSA,0,1,1,line_breaks,2,4
2026-M066-URU-ESP_URU_23,0,10,0,0,0,10,0,0,0,0,40%,10,4,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_fernando_muslera,Fernando MUSLERA,23,Uruguay,URU,2,1,6,line_breaks,0,1
2026-M066-URU-ESP_URU_03,3,6,1,1,0,9,0,0,0,0,70%,10,7,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_sebastian_caceres,Sebastian CACERES,3,Uruguay,URU,2,0,4,line_breaks,0,4
2026-M066-URU-ESP_URU_05,0,3,3,0,0,6,0,0,0,0,33%,6,2,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_manuel_ugarte,Manuel UGARTE,5,Uruguay,URU,0,2,3,line_breaks,0,1
2026-M066-URU-ESP_URU_06,2,2,5,1,0,8,0,0,0,0,78%,9,7,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_rodrigo_bentancur,Rodrigo BENTANCUR,6,Uruguay,URU,1,0,4,line_breaks,1,3
2026-M066-URU-ESP_URU_08,4,0,0,0,0,4,0,0,0,0,75%,4,3,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_federico_valverde,Federico VALVERDE,8,Uruguay,URU,1,1,2,line_breaks,0,0
2026-M066-URU-ESP_URU_09,2,1,0,0,0,3,0,0,0,1,67%,3,2,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_darwin_nunez,Darwin NUNEZ,9,Uruguay,URU,0,0,0,line_breaks,1,1
2026-M066-URU-ESP_URU_13,6,5,1,0,0,12,0,0,1,0,75%,12,9,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_guillermo_varela,Guillermo VARELA,13,Uruguay,URU,2,0,5,line_breaks,1,3
2026-M066-URU-ESP_URU_14,2,0,1,1,1,1,0,0,0,0,67%,3,2,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_agustin_canobbio,Agustin CANOBBIO,14,Uruguay,URU,1,2,0,line_breaks,0,0
2026-M066-URU-ESP_URU_16,4,3,8,0,1,14,0,0,0,0,67%,15,10,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_mathias_olivera,Mathias OLIVERA,16,Uruguay,URU,4,2,3,line_breaks,1,5
2026-M066-URU-ESP_URU_20,5,4,1,1,2,7,0,0,0,0,70%,10,7,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_maxi_araujo,Maxi ARAUJO,20,Uruguay,URU,0,2,2,line_breaks,1,5
2026-M066-URU-ESP_URU_25,1,2,1,0,0,4,0,0,0,0,100%,4,4,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_juan_manuel_sanabria,Juan Manuel SANABRIA,25,Uruguay,URU,0,0,3,line_breaks,0,1
2026-M066-URU-ESP_URU_01,0,11,1,0,0,12,0,0,0,0,33%,12,4,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_sergio_rochet,Sergio ROCHET,1,Uruguay,URU,2,3,6,line_breaks,0,1
2026-M066-URU-ESP_URU_07,0,2,5,0,0,7,0,0,0,0,57%,7,4,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_nicolas_de_la_cruz,Nicolas DE LA CRUZ,7,Uruguay,URU,1,4,2,line_breaks,0,0
2026-M066-URU-ESP_URU_18,1,1,0,1,0,1,0,0,0,0,100%,2,2,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_brian_rodriguez,Brian RODRIGUEZ,18,Uruguay,URU,0,2,0,line_breaks,0,0
2026-M066-URU-ESP_URU_21,0,1,0,0,0,1,0,0,0,0,100%,1,1,2026-M066-URU-ESP,2026-M066-URU-ESP_URU,URU_federico_vinas,Federico VINAS,21,Uruguay,URU,0,0,1,line_breaks,0,0
2026-M066-URU-ESP_ESP_23,0,10,3,0,0,13,0,3,0,1,62%,13,8,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_unai_simon,Unai SIMON,23,Spain,ESP,5,0,2,line_breaks,0,2
2026-M066-URU-ESP_ESP_05,11,3,2,1,0,15,1,0,0,0,81%,16,13,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_marcos_llorente,Marcos LLORENTE,5,Spain,ESP,9,0,1,line_breaks,1,4
2026-M066-URU-ESP_ESP_06,3,1,6,0,0,10,0,0,0,0,100%,10,10,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_mikel_merino,Mikel MERINO,6,Spain,ESP,1,0,4,line_breaks,1,4
2026-M066-URU-ESP_ESP_14,8,8,11,2,0,25,2,0,0,0,81%,27,22,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_aymeric_laporte,Aymeric LAPORTE,14,Spain,ESP,13,3,3,line_breaks,0,6
2026-M066-URU-ESP_ESP_15,2,2,3,0,1,6,0,0,0,1,71%,7,5,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_alex_baena,Alex BAENA,15,Spain,ESP,0,1,2,line_breaks,2,1
2026-M066-URU-ESP_ESP_16,6,1,11,1,0,17,0,1,0,0,94%,18,17,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_rodri,RODRI,16,Spain,ESP,8,0,1,line_breaks,1,7
2026-M066-URU-ESP_ESP_19,2,1,1,2,1,1,0,0,0,0,50%,4,2,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_lamine_yamal,Lamine YAMAL,19,Spain,ESP,0,1,0,line_breaks,2,1
2026-M066-URU-ESP_ESP_20,6,0,4,0,0,10,0,0,0,0,80%,10,8,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_pedri,PEDRI,20,Spain,ESP,0,0,0,line_breaks,0,10
2026-M066-URU-ESP_ESP_21,2,2,1,1,1,3,0,0,0,0,60%,5,3,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_mikel_oyarzabal,Mikel OYARZABAL,21,Spain,ESP,0,0,3,line_breaks,1,1
2026-M066-URU-ESP_ESP_22,9,2,10,3,0,18,1,0,1,0,100%,21,21,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_pau_cubarsi,Pau CUBARSI,22,Spain,ESP,9,0,3,line_breaks,0,7
2026-M066-URU-ESP_ESP_24,4,4,4,0,0,12,0,0,0,1,67%,12,8,2026-M066-URU-ESP,2026-M066-URU-ESP_ESP,ESP_marc_cucurella,Marc CUCURELLA,24,Spain,ESP,5,0,3,line_breaks,1,2
